2019-09-01 13:34:18.531 [restartedMain] INFO  com.payProject.application - Starting application on DESKTOP-7NQ821V with PID 7584 (C:\Users\ADMIN\git\new\payproduct\parProject\target\classes started by ADMIN in C:\Users\ADMIN\git\new\payproduct\parProject)
2019-09-01 13:34:26.862 [restartedMain] INFO  o.s.b.a.web.servlet.WelcomePageHandlerMapping - Adding welcome page template: index
2019-09-01 13:34:27.399 [restartedMain] WARN  o.s.b.d.autoconfigure.OptionalLiveReloadServer - Unable to start LiveReload server
2019-09-01 13:34:27.434 [restartedMain] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8012"]
2019-09-01 13:34:27.478 [restartedMain] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8012 (http) with context path ''
2019-09-01 13:34:27.481 [restartedMain] INFO  com.payProject.application - Started application in 9.349 seconds (JVM running for 10.556)
2019-09-01 13:34:41.427 [http-nio-8012-exec-1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2019-09-01 13:34:41.427 [http-nio-8012-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2019-09-01 13:34:41.437 [http-nio-8012-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 10 ms
2019-09-01 13:34:41.457 [http-nio-8012-exec-1] INFO  o.a.s.session.mgt.AbstractValidatingSessionManager - Enabling session validation scheduler...
2019-09-01 13:34:41.674 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.493 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.493 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.494 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.494 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.495 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.497 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.535 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.542 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.544 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.596 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.618 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.628 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:42.739 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:44.067 [http-nio-8012-exec-8] DEBUG c.p.system.mapper.UserMapper.selectByExample - ==>  Preparing: select 'false' as QUERYID, id, userId, userName, userPassword, userSalt, userMail, userPhone, userQQ, userWechar, userType, userAddress, userCity, createTime, submitTime, submitSystem, payPassword, status, retain1, retain2, retain3, retain4, retain5, retain6, retain7, retain8, retain9, retain10 from system_user WHERE ( userId = ? ) 
2019-09-01 13:34:44.086 [http-nio-8012-exec-8] DEBUG c.p.system.mapper.UserMapper.selectByExample - ==> Parameters: 7752784115(String)
2019-09-01 13:34:44.129 [http-nio-8012-exec-8] DEBUG c.p.system.mapper.UserMapper.selectByExample - <==      Total: 1
2019-09-01 13:34:44.236 [http-nio-8012-exec-8] INFO  io.lettuce.core.EpollProvider - Starting without optional epoll library
2019-09-01 13:34:44.237 [http-nio-8012-exec-8] INFO  io.lettuce.core.KqueueProvider - Starting without optional kqueue library
2019-09-01 13:34:44.602 [http-nio-8012-exec-8] INFO  com.payProject.system.contorller.LoginContorller - 7752784115--------------->登录成功
2019-09-01 13:34:44.632 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:44.685 [http-nio-8012-exec-8] DEBUG c.p.s.mapper.ResourcesMapper.findResourceByUserId - ==>  Preparing: /*根据用户信息用户对应的资源信息*/ SELECT r.* FROM system_resources r WHERE r.resourcesId IN (SELECT rr.resourcesId FROM system_role_resources rr WHERE rr.roleId IN (SELECT ur.role FROM system_user_role ur WHERE ur.userId IN ( SELECT id FROM SYSTEM_USER WHERE USERId = ? ))) 
2019-09-01 13:34:44.686 [http-nio-8012-exec-8] DEBUG c.p.s.mapper.ResourcesMapper.findResourceByUserId - ==> Parameters: 7752784115(String)
2019-09-01 13:34:44.748 [http-nio-8012-exec-8] DEBUG c.p.s.mapper.ResourcesMapper.findResourceByUserId - <==      Total: 21
2019-09-01 13:34:44.750 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.186 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.186 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.187 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.196 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.197 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.199 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.236 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.252 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.266 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.273 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.285 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.291 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.499 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.505 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.509 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.512 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.515 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.519 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.542 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.597 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.599 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:45.643 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.163 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.418 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.419 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.419 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.420 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.423 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.427 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.461 [http-nio-8012-exec-9] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.461 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.497 [http-nio-8012-exec-8] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.503 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.507 [http-nio-8012-exec-5] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.544 [http-nio-8012-exec-10] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.546 [http-nio-8012-exec-3] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.593 [http-nio-8012-exec-2] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.629 [http-nio-8012-exec-1] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.668 [http-nio-8012-exec-4] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.714 [http-nio-8012-exec-6] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
2019-09-01 13:34:50.756 [http-nio-8012-exec-7] INFO  com.payProject.config.interceptor.MyInterceptor - MyInterceptor01--->postHandle()执行控制器之后且在渲染视图前调用此方法....
